a,b,c,t,e,et
0.8,1500,3,0.0,0.0,9.53296456676443
0.8,1500,3,0.5,4.58885949757244,8.82247342352533
0.8,1500,3,1.0,8.82247342352533,7.88883376543916
0.8,1500,3,1.5,12.4776932630116,6.874390964313369
0.8,1500,3,2.0,15.6968643878387,6.030000919933
0.8,1500,3,2.5,18.5076941829446,5.240924621524
0.8,1500,3,3.0,20.9377890093627,4.507215140556198
0.8,1500,3,3.5,23.0149093235008,3.8288356551706
0.8,1500,3,4.0,24.7666246645333,3.2058300175472
0.8,1500,3,4.5,26.220739341048,2.638207177388999
0.8,1500,3,5.0,27.4048318419223,2.1259359875025012
0.8,1500,3,5.5,28.3466753285505,1.6691607564244002
0.8,1500,3,6.0,29.0739925983467,1.2676539171580004
0.8,1500,3,6.5,29.6143292457085,0.9220895205471002
0.8,1500,3,7.0,29.9960821188938,0.6311708095771991
0.8,1500,3,7.5,30.2455000552857,0.39293551532909987
0.8,1500,3,8.0,30.3890176342229,0.22030638917490108
0.8,1500,3,8.5,30.4658064444606,0.0937677244466002
0.8,1500,3,9.0,30.4827853586695,0.018113980752598735
0.8,1500,3,9.5,30.4839204252132,0.00012296575060233295
0.8,1500,3,10.0,30.4829083244201,-0.004171368922985863
0.8,1500,4,0.0,0.0,16.6159288628141
0.8,1500,4,0.5,7.9559604710852,15.2079130215267
0.8,1500,4,1.0,15.2079130215267,13.712841695478199
0.8,1500,4,1.5,21.6688021665634,11.8779677152055
0.8,1500,4,2.0,27.0858807367322,9.9129188408649
0.8,1500,4,2.5,31.5817210074283,8.1840983777265
0.8,1500,4,3.0,35.2699791144587,6.675218384331501
0.8,1500,4,3.5,38.2569393917598,5.3698778887957985
0.8,1500,4,4.0,40.6398570032545,4.252084963083696
0.8,1500,4,4.5,42.5090243548435,3.3061234738081993
0.8,1500,4,5.0,43.9459804770627,2.516206693147005
0.8,1500,4,5.5,45.0252310479905,1.8674107141861
0.8,1500,4,6.0,45.8133911912488,1.3442071234799968
0.8,1500,4,6.5,46.3694381714705,0.9325972252701007
0.8,1500,4,7.0,46.7459884165189,0.6172176458916994
0.8,1500,4,7.5,46.9866558173622,0.3843648147677001
0.8,1500,4,8.0,47.1303532312866,0.2273041798394999
0.8,1500,4,8.5,47.2139599972017,0.11315347192800118
0.8,1500,4,9.0,47.2435067032146,0.039438309600299704
0.8,1500,4,9.5,47.253398306802,0.014121788844903449
0.8,1500,4,10.0,47.2576284920595,0.0027989521851239374
0.8,1500,5,0.0,0.0,16.6159288628141
0.8,1500,5,0.5,7.9559604710852,15.2079130215267
0.8,1500,5,1.0,15.2079130215267,13.712841695478199
0.8,1500,5,1.5,21.6688021665634,11.8779677152055
0.8,1500,5,2.0,27.0858807367322,9.9129188408649
0.8,1500,5,2.5,31.5817210074283,8.1840983777265
0.8,1500,5,3.0,35.2699791144587,6.675218384331501
0.8,1500,5,3.5,38.2569393917598,5.3698778887957985
0.8,1500,5,4.0,40.6398570032545,4.252084963083696
0.8,1500,5,4.5,42.5090243548435,3.3061234738081993
0.8,1500,5,5.0,43.9459804770627,2.516206693147005
0.8,1500,5,5.5,45.0252310479905,1.8674107141861
0.8,1500,5,6.0,45.8133911912488,1.3442071234799968
0.8,1500,5,6.5,46.3694381714705,0.9325972252701007
0.8,1500,5,7.0,46.7459884165189,0.6172176458916994
0.8,1500,5,7.5,46.9866558173622,0.3843648147677001
0.8,1500,5,8.0,47.1303532312866,0.2273041798394999
0.8,1500,5,8.5,47.2139599972017,0.11315347192800118
0.8,1500,5,9.0,47.2435067032146,0.039438309600299704
0.8,1500,5,9.5,47.253398306802,0.014121788844903449
0.8,1500,5,10.0,47.2576284920595,0.0027989521851239374
0.8,1500,6,0.0,0.0,33.3123580274728
0.8,1500,6,0.5,13.9578731372729,22.5191345216188
0.8,1500,6,1.0,22.5191345216188,14.825318636793599
0.8,1500,6,1.5,28.7831917740665,11.870414961477397
0.8,1500,6,2.0,34.3895494830962,10.594455565702699
0.8,1500,6,2.5,39.3776473397692,9.396968794113405
0.8,1500,6,3.0,43.7865182772096,8.277177170845306
0.8,1500,6,3.5,47.6548245106145,7.234177745215895
0.8,1500,6,4.0,51.0206960224255,6.267133634750898
0.8,1500,6,4.5,53.9219581453654,5.375054702289702
0.8,1500,6,5.0,56.3957507247152,4.556982838040298
0.8,1500,6,5.5,58.4789409834057,3.8118565223388003
0.8,1500,6,6.0,60.207607247054,3.1385176894469993
0.8,1500,6,6.5,61.6174586728527,2.5358521817548976
0.8,1500,6,7.0,62.7434594288089,2.0023997337940997
0.8,1500,6,7.5,63.6198584066468,1.5370184112560068
0.8,1500,6,8.0,64.2804778400649,1.137746456447701
0.8,1500,6,8.5,64.7576048630945,0.803755063203397
0.8,1500,6,9.0,65.0842329032683,0.5313842732477951
0.8,1500,6,9.5,65.2889891363423,0.3190650091172955
0.8,1500,6,10.0,65.4032979123856,0.13817009505591216
0.8,1500,7,0.0,0.0,54.34035710482691
0.8,1500,7,0.5,21.6957750727245,32.4427431860711
0.8,1500,7,1.0,32.4427431860711,17.215302427302298
0.8,1500,7,1.5,38.9110775000268,11.7781816280553
0.8,1500,7,2.0,44.2209248141264,9.618738205683002
0.8,1500,7,2.5,48.5298157057098,7.7611889342452045
0.8,1500,7,3.0,51.9821137483716,6.178181893020202
0.8,1500,7,3.5,54.70799759873,4.842793052679099
0.8,1500,7,4.0,56.8249068010507,3.7300425016448955
0.8,1500,7,4.5,58.4380401003749,2.814966271299795
0.8,1500,7,5.0,59.6398730723505,2.074758937054902
0.8,1500,7,5.5,60.5127990374298,1.4867217784292066
0.8,1500,7,6.0,61.1265948507797,1.0301740457429958
0.8,1500,7,6.5,61.5429730831728,0.6853425356827998
0.8,1500,7,7.0,61.8119373864625,0.43271163632800125
0.8,1500,7,7.5,61.9756847195008,0.25412113024769667
0.8,1500,7,8.0,62.0660585167102,0.13788399168580412
0.8,1500,7,8.5,62.1135687111866,0.06845122492280353
0.8,1500,7,9.0,62.134509741633,0.02228140919199717
0.8,1500,7,9.5,62.1358501203786,0.005841685326899437
0.8,1500,7,10.0,62.1403514269599,0.01216354099830852
0.8,1800,3,0.0,0.0,17.220575945336442
0.8,1800,3,0.5,7.65123271081106,13.3843548979078
0.8,1800,3,1.0,13.3843548979078,10.185612159099739
0.8,1800,3,1.5,17.8368448699108,8.3489164374734
0.8,1800,3,2.0,21.7332713353812,7.277453113802601
0.8,1800,3,2.5,25.1142979837134,6.286634954859
0.8,1800,3,3.0,28.0199062902402,5.3753109688747
0.8,1800,3,3.5,30.4896089525881,4.542120054275998
0.8,1800,3,4.0,32.5620263445162,3.785785556702699
0.8,1800,3,4.5,34.2753945092908,3.104815232490999
0.8,1800,3,5.0,35.6668415770072,2.497681182091
0.8,1800,3,5.5,36.7730756913818,1.9627947576463
0.8,1800,3,6.0,37.6296363346535,1.498204308685203
0.8,1800,3,6.5,38.271280000067,1.1023402683697014
0.8,1800,3,7.0,38.7319766030232,0.7723367271657011
0.8,1800,3,7.5,39.0436167272327,0.5033621022186026
0.8,1800,3,8.0,39.2353387052418,0.3127564462890007
0.8,1800,3,8.5,39.3563731735217,0.1591864672694001
0.8,1800,3,9.0,39.3945251725112,0.03970899551189433
0.8,1800,3,9.5,39.3960821690336,0.007266634741000644
0.8,1800,3,10.0,39.4017918072522,0.015571918133410634
0.8,1800,4,0.0,0.0,39.08326468537669
0.8,1800,4,0.5,16.2373724907207,25.8662252775061
0.8,1800,4,1.0,25.8662252775061,16.3449954331012
0.8,1800,4,1.5,32.5823679238219,12.166480836398502
0.8,1800,4,2.0,38.0327061139046,9.8211289094331
0.8,1800,4,2.5,42.403496833255,7.829441427097301
0.8,1800,4,3.0,45.8621475410019,6.154983758580599
0.8,1800,4,3.5,48.5584805918356,4.762259523156999
0.8,1800,4,4.0,50.6244070641589,3.6187902253701054
0.8,1800,4,4.5,52.1772708172057,2.693097967897401
0.8,1800,4,5.0,53.3175050320563,1.956281631214999
0.8,1800,4,5.5,54.1335524484207,1.3811874040045993
0.8,1800,4,6.0,54.6986924360609,0.9423948929537005
0.8,1800,4,6.5,55.0759473413744,0.6176429772434986
0.8,1800,4,7.0,55.3163354133044,0.3835594014419996
0.8,1800,4,7.5,55.4595067428164,0.22201302037469617
0.8,1800,4,8.0,55.5383484336791,0.12091264596249829
0.8,1800,4,8.5,55.5804193887789,0.05854845113740481
0.8,1800,4,9.0,55.5968968848165,0.018698224421598297
0.8,1800,4,9.5,55.5991176132005,0.005367596912897454
0.8,1800,4,10.0,55.6022644817294,0.007219877202700786
0.8,1800,5,0.0,0.0,23.881997394701703
0.8,1800,5,0.5,11.8636670824397,23.5726709350571
0.8,1800,5,1.0,23.5726709350571,21.625437596676097
0.8,1800,5,1.5,33.4891046791158,17.316875063185396
0.8,1800,5,2.0,40.8895459982425,12.858143217831604
0.8,1800,5,2.5,46.3472478969474,9.424849389209704
0.8,1800,5,3.0,50.3143953874522,6.810373803547499
0.8,1800,5,3.5,53.1576217004949,4.844922677469896
0.8,1800,5,4.0,55.1593180649221,3.3872512615606
0.8,1800,5,4.5,56.5448729620555,2.3239893132058
0.8,1800,5,5.0,57.4833073781279,1.560419113232001
0.8,1800,5,5.5,58.1052920752875,1.023672263511905
0.8,1800,5,6.0,58.5069796416398,0.6534545356999999
0.8,1800,5,6.5,58.7587466109875,0.4050305580172946
0.8,1800,5,7.0,58.9120101996571,0.24219201268219592
0.8,1800,5,7.5,59.0009386236697,0.1390306048327048
0.8,1800,5,8.0,59.0510408044898,0.07726514106700222
0.8,1800,5,8.5,59.0782037647367,0.03990437873380159
0.8,1800,5,9.0,59.0909451832236,0.018547420062297704
0.8,1800,5,9.5,59.096751184799,0.008274686015795396
0.8,1800,5,10.0,59.0992198692394,0.0016000517458181207
0.8,1800,6,0.0,0.0,21.399519948949095
0.8,1800,6,0.5,10.7790583231068,21.7167133434781
0.8,1800,6,1.0,21.7167133434781,20.6015685546652
0.8,1800,6,1.5,31.380626877772,17.098257336000398
0.8,1800,6,2.0,38.8149706794785,13.205396193360603
0.8,1800,6,2.5,44.5860230711326,10.191077491531402
0.8,1800,6,3.0,49.0060481710099,7.7577814441719966
0.8,1800,6,3.5,52.3438045153046,5.816134576372598
0.8,1800,6,4.0,54.8221827473825,4.2865209797137
0.8,1800,6,4.5,56.6303254950183,3.0994791772073
0.8,1800,6,5.0,57.9216619245898,2.1925718167771038
0.8,1800,6,5.5,58.8228973117954,1.5133531612866022
0.8,1800,6,6.0,59.4350150858764,1.0146845765626011
0.8,1800,6,6.5,59.837581888358,0.6583483234447982
0.8,1800,6,7.0,60.0933634093212,0.41032920311170074
0.8,1800,6,7.5,60.2479110914697,0.24389085040200342
0.8,1800,6,8.0,60.3372542597232,0.138997654065399
0.8,1800,6,8.5,60.3869087455351,0.07187709297449629
0.8,1800,6,9.0,60.4091313526977,0.03192981010749918
0.8,1800,6,9.5,60.4188385556426,0.013557588066703374
0.8,1800,6,10.0,60.4226889407644,0.0018439524205007274
0.8,1800,7,0.0,0.0,45.659502161458796
0.8,1800,7,0.5,20.0944913288143,34.7184631537984
0.8,1800,7,1.0,34.7184631537984,24.492214309595
0.8,1800,7,1.5,44.5867056384093,16.5533336847312
0.8,1800,7,2.0,51.2717968385296,11.169473492078104
0.8,1800,7,2.5,55.7561791304874,7.4571946649748995
0.8,1800,7,3.0,58.7289915035045,4.924860847696898
0.8,1800,7,3.5,60.6810399781843,3.214347812639595
0.8,1800,7,4.0,61.9433393161441,2.0714419650336993
0.8,1800,7,4.5,62.752481943218,1.3182577880933053
0.8,1800,7,5.0,63.2615971042374,0.8263972381390019
0.8,1800,7,5.5,63.578879181357,0.5110789174754942
0.8,1800,7,6.0,63.7726760217129,0.31059410915129604
0.8,1800,7,6.5,63.8894732905083,0.18589127116950266
0.8,1800,7,7.0,63.9585672928824,0.10907345445060201
0.8,1800,7,7.5,63.9985467449589,0.06283927146029811
0.8,1800,7,8.0,64.0214065643427,0.03545372653950096
0.8,1800,7,8.5,64.0340004714984,0.019501615476798406
0.8,1800,7,9.0,64.0409081798195,0.010561605346893543
0.8,1800,7,9.5,64.0445620768453,0.005495904979298416
0.8,1800,7,10.0,64.0464040847988,0.0018721268347121622
1.0,1500,3,0.0,0.0,5.227360523849869
1.0,1500,3,0.5,2.61338690838956,5.22618710970837
1.0,1500,3,1.0,5.22618710970837,4.94703153345271
1.0,1500,3,1.5,7.56041844184227,4.39729641669993
1.0,1500,3,2.0,9.6234835264083,3.878307960893631
1.0,1500,3,2.5,11.4387264027359,3.3942374372174005
1.0,1500,3,3.0,13.0177209636257,2.9338760558969987
1.0,1500,3,3.5,14.3726024586329,2.498191713941999
1.0,1500,3,4.0,15.5159126775677,2.0883659550065996
1.0,1500,3,4.5,16.4609684136395,1.7057575149721007
1.0,1500,3,5.0,17.2216701925398,1.3519315726864995
1.0,1500,3,5.5,17.812899986326,1.0292352174297008
1.0,1500,3,6.0,18.2509054099695,0.739350055958802
1.0,1500,3,6.5,18.5522500422848,0.48388294253599895
1.0,1500,3,7.0,18.7347883525055,0.2688123984229982
1.0,1500,3,7.5,18.8210624407078,0.12332594833739918
1.0,1500,3,8.0,18.8581143008429,0.03313229033510012
1.0,1500,3,8.5,18.8541947310429,0.00025269943190053823
1.0,1500,3,9.0,18.8583670002748,0.011610414115299506
1.0,1500,3,9.5,18.8658051451582,-0.0026695035859987115
1.0,1500,3,10.0,18.8556974966888,-0.03776109029159258
1.0,1500,4,0.0,0.0,17.287290549820202
1.0,1500,4,0.5,8.608702853603,17.1475208645918
1.0,1500,4,1.0,17.1475208645918,15.8751943270937
1.0,1500,4,1.5,24.4838971806967,12.9593554306315
1.0,1500,4,2.0,30.1068762952233,9.880973574977396
1.0,1500,4,2.5,34.3648707556741,7.433142198325697
1.0,1500,4,3.0,37.540018493549,5.505444642149101
1.0,1500,4,3.5,39.8703153978232,4.007522291578901
1.0,1500,4,4.0,41.5475407851279,2.8606036014450993
1.0,1500,4,4.5,42.7309189992683,1.9977785014705987
1.0,1500,4,5.0,43.5453192865985,1.3602554998934053
1.0,1500,4,5.5,44.0911744991617,0.9002600599422976
1.0,1500,4,6.0,44.4455793465408,0.5758752673146006
1.0,1500,4,6.5,44.6670497664763,0.3548803818273001
1.0,1500,4,7.0,44.8004597283681,0.20777499085179585
1.0,1500,4,7.5,44.8748247573281,0.11446827817730565
1.0,1500,4,8.0,44.9149280065454,0.06044167622240337
1.0,1500,4,8.5,44.9352664335505,0.028066178171400225
1.0,1500,4,9.0,44.9429941847168,0.010661854258700032
1.0,1500,4,9.5,44.9459282878092,0.00413401342739661
1.0,1500,4,10.0,44.9471281981442,0.0006656279126033837
1.0,1500,5,0.0,0.0,37.859596256854005
1.0,1500,5,0.5,15.6019691125987,24.5482801935408
1.0,1500,5,1.0,24.5482801935408,15.3361445794924
1.0,1500,5,1.5,30.9381136920911,11.818391008027202
1.0,1500,5,2.0,36.366671201568,9.996985142847699
1.0,1500,5,2.5,40.9350988349388,8.372345033796996
1.0,1500,5,3.0,44.739016235365,6.933514045880898
1.0,1500,5,3.5,47.8686128808197,5.669125727788199
1.0,1500,5,4.0,50.4081419631532,4.568277512372703
1.0,1500,5,4.5,52.4368903931924,3.619575623466801
1.0,1500,5,5.0,54.02771758662,2.8119886513714007
1.0,1500,5,5.5,55.2488790445638,2.134232053948203
1.0,1500,5,6.0,56.1619496405682,1.574975182560003
1.0,1500,5,6.5,56.8238542271238,1.1232253307388973
1.0,1500,5,7.0,57.2851749713071,0.7671364149396993
1.0,1500,5,7.5,57.5909906420635,0.49421710764899984
1.0,1500,5,8.0,57.7793920789561,0.30452092252780005
1.0,1500,5,8.5,57.8955115645913,0.16609763001630284
1.0,1500,5,9.0,57.9454897089724,0.0597965215201981
1.0,1500,5,9.5,57.9553080861115,0.02105796516890024
1.0,1500,5,10.0,57.9665476741413,0.023900386950302277
1.0,1500,6,0.0,0.0,57.152749914295406
1.0,1500,6,0.5,21.5993317599222,29.2445771253934
1.0,1500,6,1.0,29.2445771253934,12.072888494066298
1.0,1500,6,1.5,33.6722202539885,8.450748204329102
1.0,1500,6,2.0,37.6953253297225,7.658639492403005
1.0,1500,6,2.5,41.3308597463915,6.9007282437117965
1.0,1500,6,3.0,44.5960535734343,6.177480091212999
1.0,1500,6,3.5,47.5083398376045,5.489381864741105
1.0,1500,6,4.0,50.0854354381754,4.836999999244796
1.0,1500,6,4.5,52.3453398368493,4.220891540809497
1.0,1500,6,5.0,54.3063269789849,3.6417497106309042
1.0,1500,6,5.5,55.9870895474802,3.1002348611748047
1.0,1500,6,6.0,57.4065618401597,2.597209064366595
1.0,1500,6,6.5,58.5842986118468,2.133510528107699
1.0,1500,6,7.0,59.5400723682674,1.7102085083697034
1.0,1500,6,7.5,60.2945071202165,1.328530965528394
1.0,1500,6,8.0,60.8686033337958,0.9897264308686005
1.0,1500,6,8.5,61.2842335510851,0.6955861845493061
1.0,1500,6,9.0,61.5641895183451,0.4539443793810989
1.0,1500,6,9.5,61.7381779304662,0.25337741724379725
1.0,1500,6,10.0,61.8175669355889,0.06417860324700086
1.0,1500,7,0.0,0.0,69.2306369012916
1.0,1500,7,0.5,25.9132688621804,34.42243854743
1.0,1500,7,1.0,34.42243854743,13.067474857434998
1.0,1500,7,1.5,38.9807437196154,8.499486902708604
1.0,1500,7,2.0,42.9219254501386,7.316997722677101
1.0,1500,7,2.5,46.2977414422925,6.2368981288177
1.0,1500,7,3.0,49.1588235789563,5.256441636892802
1.0,1500,7,3.5,51.5541830791853,4.372686433195398
1.0,1500,7,4.0,53.5315100121517,3.582765633529
1.0,1500,7,4.5,55.1369487127143,2.8833652262415015
1.0,1500,7,5.0,56.4148752383932,2.2714159288985982
1.0,1500,7,5.5,57.4083646416129,1.7431379145560015
1.0,1500,7,6.0,58.1580131529492,1.2951739165245044
1.0,1500,7,6.5,58.7035385581374,0.9232429557154944
1.0,1500,7,7.0,59.0812561086647,0.623446839376598
1.0,1500,7,7.5,59.326985397514,0.38962073202850434
1.0,1500,7,8.0,59.4708768406932,0.21305285615910208
1.0,1500,7,8.5,59.5400382536731,0.10407201968060065
1.0,1500,7,9.0,59.5749488603738,0.030199917926296393
1.0,1500,7,9.5,59.5702381715994,0.003837909965398012
1.0,1500,7,10.0,59.5787867703392,0.03035648499379562
1.0,1800,3,0.0,0.0,29.463489064220802
1.0,1800,3,0.5,12.1736410083393,19.2310749691364
1.0,1800,3,1.0,19.2310749691364,11.8812942584091
1.0,1800,3,1.5,24.0549352667484,8.846571933364899
1.0,1800,3,2.0,28.0776469025013,7.338290384682299
1.0,1800,3,2.5,31.3932256514307,6.012232496104197
1.0,1800,3,3.0,34.0898793986055,4.856813462897097
1.0,1800,3,3.5,36.2500391143278,3.859970771350703
1.0,1800,3,4.0,37.9498501699562,3.0102674398383016
1.0,1800,3,4.5,39.2603065541661,2.295628913990697
1.0,1800,3,5.0,40.2454790839469,1.7045767945189993
1.0,1800,3,5.5,40.9648833486851,1.2251980915919063
1.0,1800,3,6.0,41.4706771755388,0.8457612158320984
1.0,1800,3,6.5,41.8106445645172,0.5531804705046994
1.0,1800,3,7.0,42.0238576460435,0.34466547380300483
1.0,1800,3,7.5,42.1553100383202,0.1961768376384967
1.0,1800,3,8.0,42.220034483682,0.0781121580535995
1.0,1800,3,8.5,42.2334221963738,0.028965088170501474
1.0,1800,3,9.0,42.2489995718525,0.012437002515099493
1.0,1800,3,9.5,42.2458591988889,0.001515344848399991
1.0,1800,3,10.0,42.2505149167009,0.017107526399605888
1.0,1800,4,0.0,0.0,45.520678510427494
1.0,1800,4,0.5,18.3506759450651,27.8820252698329
1.0,1800,4,1.0,27.8820252698329,15.653938436683902
1.0,1800,4,1.5,34.004614381749,11.031718699188097
1.0,1800,4,2.0,38.913743969021,8.794840478104803
1.0,1800,4,2.5,42.7994548598538,6.917689235297104
1.0,1800,4,3.0,45.8314332043181,5.359592879610794
1.0,1800,4,3.5,48.1590477394646,4.0813815987173
1.0,1800,4,4.0,49.9128148030354,3.0477531549167054
1.0,1800,4,4.5,51.2068008943813,2.2245928743400967
1.0,1800,4,5.0,52.1374076773755,1.5814593712946987
1.0,1800,4,5.5,52.788260265676,1.0895299205964974
1.0,1800,4,6.0,53.226937597972,0.7229645704170977
1.0,1800,4,6.5,53.5112248360931,0.45757945393820165
1.0,1800,4,7.0,53.6845170519102,0.2764485268197987
1.0,1800,4,7.5,53.7876733629129,0.1559315016789995
1.0,1800,4,8.0,53.8404485535892,0.07147564062019995
1.0,1800,4,8.5,53.8591490035331,0.030083029533905403
1.0,1800,4,9.0,53.8705315831231,0.011182446190204587
1.0,1800,4,9.5,53.8703314497233,0.0029953288442001735
1.0,1800,4,10.0,53.8735269119673,0.009786520131804366
1.0,1800,5,0.0,0.0,43.816713418976306
1.0,1800,5,0.5,18.2121241015953,29.0317829874049
1.0,1800,5,1.0,29.0317829874049,18.2826372999696
1.0,1800,5,1.5,36.4947614015649,13.461770146251698
1.0,1800,5,2.0,42.4935531336566,10.7634306981398
1.0,1800,5,2.5,47.2581920997047,8.499002227920805
1.0,1800,5,3.0,50.9925553615774,6.618214202111503
1.0,1800,5,3.5,53.8764063018162,5.073041372021898
1.0,1800,5,4.0,56.0655967335993,3.820211817773199
1.0,1800,5,4.5,57.6966181195894,2.818722745044198
1.0,1800,5,5.0,58.8843194786435,2.0315605974037965
1.0,1800,5,5.5,59.7281787169932,1.4247931059686039
1.0,1800,5,6.0,60.3091125846121,0.9673205463430037
1.0,1800,5,6.5,60.6954992633362,0.6322707300024959
1.0,1800,5,7.0,60.9413833146146,0.3936161801689977
1.0,1800,5,7.5,61.0891154435052,0.23005870730800382
1.0,1800,5,8.0,61.1714420219226,0.12786789679879718
1.0,1800,5,8.5,61.216983340304,0.06382336420679735
1.0,1800,5,9.0,61.2352653861294,0.0221474289184016
1.0,1800,5,9.5,61.2391307692224,0.007591090141097823
1.0,1800,5,10.0,61.2428564762705,0.007311738051285488
1.0,1800,6,0.0,0.0,52.27057123181811
1.0,1800,6,0.5,20.8650823479051,31.1897581598023
1.0,1800,6,1.0,31.1897581598023,17.137971850366398
1.0,1800,6,1.5,38.0030541982715,12.615881539548102
1.0,1800,6,2.0,43.8056396993504,10.6994404966336
1.0,1800,6,2.5,48.7024946949051,8.987489013528702
1.0,1800,6,3.0,52.7931287128791,7.468637360531801
1.0,1800,6,3.5,56.1711320554369,6.1311641147241005
1.0,1800,6,4.0,58.9242928276032,4.963824293354001
1.0,1800,6,4.5,61.1349563487909,3.9548218194335973
1.0,1800,6,5.0,62.8791146470368,3.092910445212503
1.0,1800,6,5.5,64.2278667940034,2.3663270008516974
1.0,1800,6,6.0,65.2454416478885,1.7636702559675967
1.0,1800,6,6.5,65.991537049971,1.273398722739401
1.0,1800,6,7.0,66.5188403706279,0.8837509558421033
1.0,1800,6,7.5,66.8752880058131,0.5841790380675036
1.0,1800,6,8.0,67.1030194086954,0.36125476454709826
1.0,1800,6,8.5,67.2365427703602,0.20383379107859412
1.0,1800,6,9.0,67.306853199774,0.09067103364419893
1.0,1800,6,9.5,67.3272138040044,0.0368647471264012
1.0,1800,6,10.0,67.3437179469004,0.029151824457585462
1.0,1800,7,0.0,0.0,58.456305506784595
1.0,1800,7,0.5,23.2479129661123,34.5353463576646
1.0,1800,7,1.0,34.5353463576646,18.607990005536703
1.0,1800,7,1.5,41.855902971649,13.409492374411997
1.0,1800,7,2.0,47.9448387320766,11.101308298918298
1.0,1800,7,2.5,52.9572112705673,9.0914796835145
1.0,1800,7,3.0,57.0363184155911,7.355861099506001
1.0,1800,7,3.5,60.3130723700733,5.870429657745305
1.0,1800,7,4.0,62.9067480733364,4.612686659734493
1.0,1800,7,4.5,64.9257590298078,3.5599728859983912
1.0,1800,7,5.0,66.4667209593348,2.691256498369512
1.0,1800,7,5.5,67.6170155281773,1.9855283598763123
1.0,1800,7,6.0,68.4522493192111,1.4231345294417963
1.0,1800,7,6.5,69.0401500576191,0.9850984592358003
1.0,1800,7,7.0,69.4373477784469,0.6530592956178936
1.0,1800,7,7.5,69.693209353237,0.4085650635215927
1.0,1800,7,8.0,69.8459128419685,0.24412598196140323
1.0,1800,7,8.5,69.9373353351984,0.13259838875819696
1.0,1800,7,9.0,69.9785112307267,0.048991431814400244
1.0,1800,7,9.5,69.9863267670128,0.017097536149108805
1.0,1800,7,10.0,69.9956087668758,0.020030463302902035
1.0,2100,3,0.0,0.0,26.914092130199002
1.0,2100,3,0.5,11.6026610625059,19.4965521198246
1.0,2100,3,1.0,19.4965521198246,13.8541692678356
1.0,2100,3,1.5,25.4568303303415,10.9115257245336
1.0,2100,3,2.0,30.4080778443582,9.019032559027199
1.0,2100,3,2.5,34.4758628893687,7.368081908957702
1.0,2100,3,3.0,37.7761597533159,5.940488874461103
1.0,2100,3,3.5,40.4163517638298,4.717835565085096
1.0,2100,3,4.0,42.493995318401,3.682649018562401
1.0,2100,3,4.5,44.0990007823922,2.8173780737198015
1.0,2100,3,5.0,45.3113733921208,2.1050598352035976
1.0,2100,3,5.5,46.2040606175958,1.5292744162512975
1.0,2100,3,6.0,46.8406478083721,1.0735433156992968
1.0,2100,3,6.5,47.2776039332951,0.7230248245974025
1.0,2100,3,7.0,47.5636726329695,0.4609186037219999
1.0,2100,3,7.5,47.7385225370171,0.2724673679011005
1.0,2100,3,8.0,47.8361400008706,0.15066705042570305
1.0,2100,3,8.5,47.8891895874428,0.07160804738609983
1.0,2100,3,9.0,47.9077480482567,0.020511674193798513
1.0,2100,3,9.5,47.9097012616366,0.004774378238202814
1.0,2100,3,10.0,47.9125224264949,0.006510281195026835
1.0,2100,4,0.0,0.0,45.469089365194606
1.0,2100,4,0.5,17.6149709518703,24.9907944422866
1.0,2100,4,1.0,24.9907944422866,12.1544366282385
1.0,2100,4,1.5,29.7694075801088,8.967934746242499
1.0,2100,4,2.0,33.9587291885291,7.832233462321998
